measuring-hate-speech,t5-base,144,200,0.668344324887192,0.6056184668989547,0.9652898299201667,0.7442794058611
measuring-hate-speech,t5-base,144,400,0.7344671988892746,0.704263683096462,0.8083998611593197,0.7527472527472528
measuring-hate-speech,t5-base,144,600,0.7405414786532454,0.7275114904793172,0.7691773689691079,0.7477644676902312
measuring-hate-speech,t5-base,144,800,0.7407150295036445,0.7242159715486582,0.777507809788268,0.7499163039839304
measuring-hate-speech,t5-base,144,1000,0.7363762582436654,0.7713147410358566,0.6719888927455745,0.7182340938601374
measuring-hate-speech,t5-base,144,1200,0.7592849704963555,0.725,0.8354737938215897,0.7763263989679083
measuring-hate-speech,t5-base,144,1400,0.7624088858035405,0.7404580152671756,0.8080527594585214,0.7727800829875519
measuring-hate-speech,t5-base,144,1600,0.7643179451579313,0.7580481192815994,0.776466504685873,0.7671467764060356
measuring-hate-speech,t5-base,144,1800,0.7625824366539397,0.7455371632586822,0.797292606733773,0.7705467963770546
measuring-hate-speech,t5-base,144,2000,0.7575494619923637,0.7062256809338522,0.8819854217285664,0.7843803056027165
