precision,recall,threshold
0.15384615384615385,1.0,0.017884591594338417
0.1538619345573905,1.0,0.01832425221800804
0.15387771850636028,1.0,0.018331309780478477
0.1538935056940597,1.0,0.018531406298279762
0.15390929612148574,1.0,0.018686972558498383
0.1539250897896357,1.0,0.01886814273893833
0.1539408866995074,1.0,0.019301779568195343
0.15395668685209896,1.0,0.01933375373482704
0.15397249024840895,1.0,0.019391460344195366
0.1539882968894364,1.0,0.019507747143507004
0.1540041067761807,1.0,0.0195329450070858
0.15401991990964164,1.0,0.01969187892973423
0.15403573629081946,1.0,0.019695304334163666
0.1540515559207148,1.0,0.019697017967700958
0.15406737880032867,1.0,0.019712630659341812
0.15408320493066255,1.0,0.01971535198390484
0.15409903431271832,1.0,0.019741101190447807
0.1541148669474982,1.0,0.01974877156317234
0.15413070283600494,1.0,0.01975150778889656
0.1541465419792416,1.0,0.019753945991396904
0.15416238437821173,1.0,0.019881227985024452
0.1541782300339192,1.0,0.02000383846461773
0.15419407894736842,1.0,0.020010001957416534
0.1542099311195641,1.0,0.020057320594787598
0.15422578655151142,1.0,0.02006993629038334
0.15424164524421594,1.0,0.020098736509680748
0.15425750719868367,1.0,0.02011122927069664
0.154273372415921,1.0,0.020149409770965576
0.1542892408969348,1.0,0.020197143778204918
0.15430511264273222,1.0,0.020236888900399208
0.15432098765432098,1.0,0.020255504176020622
0.15433686593270912,1.0,0.020343761891126633
0.15435274747890512,1.0,0.02035844698548317
0.15436863229391787,1.0,0.020459380000829697
0.1543845203787567,1.0,0.020468125119805336
0.15440041173443128,1.0,0.02049175277352333
0.15441630636195183,1.0,0.020495884120464325
0.15443220426232884,1.0,0.02049747109413147
0.1544481054365733,1.0,0.02057994157075882
0.15446400988569664,1.0,0.020653249695897102
0.15447991761071062,1.0,0.020679906010627747
0.15449582861262745,1.0,0.02069850265979767
0.15451174289245984,1.0,0.020719043910503387
0.15452766045122077,1.0,0.020728912204504013
0.15454358128992376,1.0,0.020731246098876
0.1545595054095827,1.0,0.020770858973264694
0.15457543281121186,1.0,0.020787283778190613
0.15459136349582603,1.0,0.02079063467681408
0.15460729746444032,1.0,0.020847653970122337
0.1546232347180703,1.0,0.020885050296783447
0.15463917525773196,1.0,0.020902251824736595
0.15465511908444168,1.0,0.020945262163877487
0.15467106619921633,1.0,0.0210091695189476
0.1546870166030731,1.0,0.02101586014032364
0.1547029702970297,1.0,0.021018946543335915
0.15471892728210418,1.0,0.021035322919487953
0.15473488755931503,1.0,0.0210591871291399
0.1547508511296812,1.0,0.021091872826218605
0.15476681799422204,1.0,0.02109229378402233
0.15478278815395727,1.0,0.0211502518504858
0.15479876160990713,1.0,0.021169697865843773
0.15481473836309217,1.0,0.021171946078538895
0.15483071841453344,1.0,0.02117309346795082
0.1548467017652524,1.0,0.021187113597989082
0.1548626884162709,1.0,0.021202588453888893
0.15487867836861124,1.0,0.02120785228908062
0.15489467162329615,1.0,0.0212194062769413
0.15491066818134874,1.0,0.021221080794930458
0.1549266680437926,1.0,0.021229786798357964
0.1549426712116517,1.0,0.02124333567917347
0.15495867768595042,1.0,0.021316295489668846
0.15497468746771362,1.0,0.02134319581091404
0.15499070055796652,1.0,0.02135290391743183
0.15500671695773482,1.0,0.021387849003076553
0.15502273666804464,1.0,0.021406643092632294
0.15503875968992248,1.0,0.02143961749970913
0.1550547860243953,1.0,0.02144136279821396
0.15507081567249043,1.0,0.021443724632263184
0.15508684863523572,1.0,0.021466869860887527
0.1551028849136594,1.0,0.021485980600118637
0.15511892450879008,1.0,0.021502742543816566
0.15513496742165683,1.0,0.021515483036637306
0.1551510136532892,1.0,0.021521437913179398
0.15516706320471707,1.0,0.021536335349082947
0.15518311607697083,1.0,0.021563801914453506
0.1551991722710812,1.0,0.0215718112885952
0.15521523178807947,1.0,0.021575506776571274
0.1552312946289972,1.0,0.021587759256362915
0.15524736079486648,1.0,0.021589059382677078
0.1552634302867198,1.0,0.021589087322354317
0.15527950310559005,1.0,0.02159114181995392
0.1552955792525106,1.0,0.021602943539619446
0.1553116587285152,1.0,0.021605830639600754
0.15532774153463808,1.0,0.021607177332043648
0.15534382767191385,1.0,0.021619239822030067
0.15535991714137753,1.0,0.021634148433804512
0.15537600994406464,1.0,0.021638959646224976
0.1553921060810111,1.0,0.02165176160633564
0.15540820555325321,1.0,0.021668920293450356
0.1554243083618278,1.0,0.021670518442988396
0.15544041450777202,1.0,0.021680157631635666
0.15545652399212354,1.0,0.02168210595846176
0.15547263681592038,1.0,0.021684842184185982
0.1554887529802011,1.0,0.021687643602490425
0.15550487248600456,1.0,0.02169588766992092
0.15552099533437014,1.0,0.02170916274189949
0.1555371215263376,1.0,0.021739890798926353
0.1555532510629472,1.0,0.021746058017015457
0.1555693839452396,1.0,0.021750403568148613
0.15558552017425578,1.0,0.021752040833234787
0.15560165975103735,1.0,0.02175929583609104
0.1556178026766262,1.0,0.02177354320883751
0.15563394895206475,1.0,0.021779704838991165
0.15565009857839576,1.0,0.021792644634842873
0.15566625155666253,1.0,0.02179812267422676
0.15568240788790866,1.0,0.021802248433232307
0.15569856757317832,1.0,0.021826662123203278
0.15571473061351604,1.0,0.021835776045918465
0.15573089700996678,1.0,0.02184559591114521
0.15574706676357594,1.0,0.021863741800189018
0.1557632398753894,1.0,0.0218655988574028
0.15577941634645343,1.0,0.021866116672754288
0.15579559617781472,1.0,0.021874552592635155
0.1558117793705204,1.0,0.021956762298941612
0.15582796592561812,1.0,0.021965207532048225
0.15584415584415584,1.0,0.021970268338918686
0.15586034912718205,1.0,0.021985124796628952
0.1558765457757456,1.0,0.02200818993151188
0.15589274579089588,1.0,0.022011741995811462
0.15590894917368256,1.0,0.02201910875737667
0.15592515592515593,1.0,0.022027621045708656
0.15594136604636658,1.0,0.02203577198088169
0.15595757953836556,1.0,0.022042011842131615
0.15597379640220443,1.0,0.022044485434889793
0.1559900166389351,1.0,0.02205820195376873
0.15600624024961,1.0,0.022059446200728416
0.15602246723528188,1.0,0.02207118645310402
0.15603869759700406,1.0,0.022089853882789612
0.1560549313358302,1.0,0.022107649594545364
0.1560711684528145,1.0,0.022115377709269524
0.15608740894901144,1.0,0.02213381789624691
0.1561036528254761,1.0,0.022136913612484932
0.15611990008326396,1.0,0.02213801071047783
0.15613615072343084,1.0,0.02214152365922928
0.1561524047470331,1.0,0.022156143561005592
0.15616866215512754,1.0,0.022160761058330536
0.15618492294877134,1.0,0.022183679044246674
0.15620118712902217,1.0,0.02219242788851261
0.15621745469693815,1.0,0.022197049111127853
0.15623372565357777,1.0,0.022205475717782974
0.15625,1.0,0.022219358012080193
0.1562662777372643,1.0,0.022234909236431122
0.1562825588664305,1.0,0.0222359336912632
0.15629884338855893,1.0,0.02224412001669407
0.1563151313047103,1.0,0.02225891314446926
0.1563314226159458,1.0,0.02227281779050827
0.15634771732332708,1.0,0.02228030562400818
0.1563640154279162,1.0,0.022310582920908928
0.15638031693077564,1.0,0.022312402725219727
0.1563966218329684,1.0,0.022327404469251633
0.15641293013555788,1.0,0.022334948182106018
0.15642924183960788,1.0,0.02233606018126011
0.15644555694618273,1.0,0.022351868450641632
0.15646187545634713,1.0,0.022355416789650917
0.15647819737116628,1.0,0.022360309958457947
0.1564945226917058,1.0,0.022362014278769493
0.15651085141903173,1.0,0.022377436980605125
0.15652718355421058,1.0,0.02238006703555584
0.15654351909830932,1.0,0.022383924573659897
0.15655985805239536,1.0,0.022397233173251152
0.15657620041753653,1.0,0.02240936830639839
0.15659254619480112,1.0,0.022412531077861786
0.15660889538525788,1.0,0.02242034673690796
0.15662524798997599,1.0,0.02242576889693737
0.15664160401002505,1.0,0.022427836433053017
0.1566579634464752,1.0,0.02243371307849884
0.1566743263003969,1.0,0.022435352206230164
0.15669069257286117,1.0,0.022435996681451797
0.1567070622649394,1.0,0.02243901416659355
0.15672343537770347,1.0,0.02245037630200386
0.15673981191222572,1.0,0.022460412234067917
0.15675619186957884,1.0,0.022462766617536545
0.15677257525083613,1.0,0.022464049980044365
0.15678896205707119,1.0,0.022464852780103683
0.15680535228935813,1.0,0.02247503399848938
0.15682174594877157,1.0,0.022493164986371994
0.15683814303638646,1.0,0.022497233003377914
0.15685454355327827,1.0,0.022511551156640053
0.1568709475005229,1.0,0.022513313218951225
0.15688735487919675,1.0,0.022518426179885864
0.15690376569037656,1.0,0.02251913957297802
0.15692017993513965,1.0,0.02253609709441662
0.15693659761456372,1.0,0.022547749802470207
0.1569530187297269,1.0,0.022555135190486908
0.15696944328170784,1.0,0.022584324702620506
0.15698587127158556,1.0,0.02260342612862587
0.1570023027004396,1.0,0.02261883020401001
0.15701873756934995,1.0,0.02262631058692932
0.157035175879397,1.0,0.022627059370279312
0.15705161763166162,1.0,0.02262961119413376
0.15706806282722513,1.0,0.022637223824858665
0.15708451146716934,1.0,0.022648148238658905
0.15710096355257647,1.0,0.022654198110103607
0.15711741908452917,1.0,0.022654587402939796
0.1571338780641106,1.0,0.02266901545226574
0.1571503404924044,1.0,0.022672932595014572
0.15716680637049454,1.0,0.022676656022667885
0.15718327569946558,1.0,0.022680092602968216
0.15719974848040244,1.0,0.02268604002892971
0.15721622471439053,1.0,0.022699639201164246
0.15723270440251572,1.0,0.022709544748067856
0.15724918754586434,1.0,0.02271248586475849
0.15726567414552317,1.0,0.02271588332951069
0.15728216420257943,1.0,0.022723538801074028
0.1572986577181208,1.0,0.022728590294718742
0.15731515469323545,1.0,0.02272886037826538
0.15733165512901195,1.0,0.022729214280843735
0.1573481590265394,1.0,0.02274186536669731
0.15736466638690727,1.0,0.02275189757347107
0.15738117721120554,1.0,0.02275817096233368
0.15739769150052466,1.0,0.022771989926695824
0.1574142092559555,1.0,0.022772999480366707
0.1574472551695182,1.0,0.02278822660446167
