precision,recall,threshold
0.17094017094017094,1.0,0.0063509102910757065
0.17103762827822122,1.0,0.00692396704107523
0.17113519680547631,1.0,0.006973189767450094
0.17123287671232876,1.0,0.0070101357996463776
0.17133066818960593,1.0,0.007072007283568382
0.17142857142857143,1.0,0.00732317753136158
0.17152658662092624,1.0,0.007330217398703098
0.17162471395881007,1.0,0.007347425911575556
0.17172295363480253,1.0,0.007359984330832958
0.1718213058419244,1.0,0.007371995598077774
0.17191977077363896,1.0,0.007373352535068989
0.1720183486238532,1.0,0.007397767622023821
0.1721170395869191,1.0,0.007427278906106949
0.17221584385763491,1.0,0.0074918437749147415
0.1723147616312464,1.0,0.007495635189116001
0.1724137931034483,1.0,0.007511156611144543
0.1725129384703853,1.0,0.00751771405339241
0.17261219792865362,1.0,0.007542231120169163
0.17271157167530224,1.0,0.0075883036479353905
0.1728110599078341,1.0,0.007590501569211483
0.1729106628242075,1.0,0.007614090107381344
0.17301038062283736,1.0,0.007617658469825983
0.17311021350259664,1.0,0.007633507251739502
0.17321016166281755,1.0,0.007633976638317108
0.1733102253032929,1.0,0.007635421585291624
0.17341040462427745,1.0,0.007638236507773399
0.1735106998264893,1.0,0.00766200153157115
0.1736111111111111,1.0,0.007672962266951799
0.17371163867979156,1.0,0.007719801273196936
0.17381228273464658,1.0,0.007760374341160059
0.17391304347826086,1.0,0.007761468645185232
0.1740139211136891,1.0,0.00776745704934001
0.17411491584445735,1.0,0.007773115765303373
0.17421602787456447,1.0,0.007777783088386059
0.17431725740848344,1.0,0.007778548635542393
0.1744186046511628,1.0,0.007787135895341635
0.17452006980802792,1.0,0.007800070568919182
0.17462165308498254,1.0,0.007808084134012461
0.17472335468841002,1.0,0.007819868624210358
0.17482517482517482,1.0,0.007838685065507889
0.1749271137026239,1.0,0.007864809595048428
0.1750291715285881,1.0,0.007872624322772026
0.17513134851138354,1.0,0.00791100412607193
0.17523364485981308,1.0,0.007911372929811478
0.17533606078316774,1.0,0.007928912527859211
0.17543859649122806,1.0,0.00794464722275734
0.17554125219426564,1.0,0.007965685799717903
0.1756440281030445,1.0,0.007968083955347538
0.1757469244288225,1.0,0.007977255620062351
0.17584994138335286,1.0,0.007987234741449356
0.17595307917888564,1.0,0.007995582185685635
0.176056338028169,1.0,0.00800209678709507
0.17615971814445097,1.0,0.008020585402846336
0.1762632197414806,1.0,0.008028830401599407
0.1763668430335097,1.0,0.008055191487073898
0.17647058823529413,1.0,0.008060673251748085
0.17657445556209536,1.0,0.008082954213023186
0.17667844522968199,1.0,0.008091174066066742
0.17678255745433116,1.0,0.008094721473753452
0.17688679245283018,1.0,0.008110051043331623
0.17699115044247787,1.0,0.008131636306643486
0.1770956316410862,1.0,0.008131662383675575
0.1772002362669817,1.0,0.008141064085066319
0.1773049645390071,1.0,0.008157258853316307
0.17740981667652278,1.0,0.008194154128432274
0.17751479289940827,1.0,0.008214128203690052
0.17761989342806395,1.0,0.008227759972214699
0.17772511848341233,1.0,0.008247151970863342
0.17783046828689983,1.0,0.008251083083450794
0.17793594306049823,1.0,0.008255471475422382
0.17804154302670624,1.0,0.008261063136160374
0.17814726840855108,1.0,0.008262069895863533
0.17825311942959002,1.0,0.008268208242952824
0.178359096313912,1.0,0.008287506178021431
0.17846519928613921,1.0,0.008287760429084301
0.17857142857142858,1.0,0.008295958861708641
0.1786777843954735,1.0,0.008298573084175587
0.17878426698450536,1.0,0.00830102153122425
0.17889087656529518,1.0,0.00830900203436613
0.17899761336515513,1.0,0.008312201127409935
0.1791044776119403,1.0,0.008318834006786346
0.17921146953405018,1.0,0.008319511078298092
0.17931858936043035,1.0,0.008330033160746098
0.17942583732057416,1.0,0.00833559688180685
0.17953321364452424,1.0,0.00833897478878498
0.17964071856287425,1.0,0.008355504833161831
0.17974835230677053,1.0,0.008357501588761806
0.17985611510791366,1.0,0.008358528837561607
0.1799640071985603,1.0,0.008364000357687473
0.18007202881152462,1.0,0.008385693654417992
0.18018018018018017,1.0,0.00838605035096407
0.18028846153846154,1.0,0.008389556780457497
0.1803968731208659,1.0,0.00839566346257925
0.18050541516245489,1.0,0.008401279337704182
0.1806140878988561,1.0,0.008403635583817959
0.18072289156626506,1.0,0.008443642407655716
0.18083182640144665,1.0,0.008455668576061726
0.18094089264173704,1.0,0.008462990634143353
0.18105009052504525,1.0,0.008474057540297508
0.18115942028985507,1.0,0.00847629364579916
0.18126888217522658,1.0,0.00848072674125433
0.18137847642079807,1.0,0.00848999060690403
0.18148820326678766,1.0,0.008491965010762215
0.18159806295399517,1.0,0.00849892944097519
0.18170805572380375,1.0,0.008501699194312096
0.18181818181818182,1.0,0.008506000973284245
0.18192844147968465,1.0,0.008507790975272655
0.1820388349514563,1.0,0.008526712656021118
0.18214936247723132,1.0,0.008555389940738678
0.1822600243013366,1.0,0.008559471927583218
0.182370820668693,1.0,0.008561224676668644
0.18248175182481752,1.0,0.008563085459172726
0.18259281801582472,1.0,0.008572008460760117
0.18270401948842874,1.0,0.008577484637498856
0.18281535648994515,1.0,0.00858291331678629
0.18292682926829268,1.0,0.00858423113822937
0.18303843807199513,1.0,0.008584819734096527
