precision,recall,threshold
0.2222222222222222,1.0,0.007416726555675268
0.2223869532987398,1.0,0.0075215790420770645
0.22255192878338279,1.0,0.007692090235650539
0.22271714922049,1.0,0.008604281581938267
0.22288261515601784,1.0,0.008675694465637207
0.22304832713754646,1.0,0.008854261599481106
0.22321428571428573,1.0,0.008902708999812603
0.22338049143708116,1.0,0.009170216508209705
0.22354694485842028,1.0,0.009631541557610035
0.22371364653243847,1.0,0.009654419496655464
0.22388059701492538,1.0,0.009701328352093697
0.22404779686333084,1.0,0.009708155877888203
0.2242152466367713,1.0,0.009803186170756817
0.2243829468960359,1.0,0.009868582710623741
0.2245508982035928,1.0,0.00987247470766306
0.2247191011235955,1.0,0.009979904629290104
0.22488755622188905,1.0,0.009993264451622963
0.2250562640660165,1.0,0.010168218985199928
0.22522522522522523,1.0,0.010255922563374043
0.22539444027047334,1.0,0.010352560319006443
0.22556390977443608,1.0,0.010382669046521187
0.22573363431151242,1.0,0.010383296757936478
0.22590361445783133,1.0,0.010505227372050285
0.22607385079125847,1.0,0.010527437552809715
0.22624434389140272,1.0,0.010544986464083195
0.22641509433962265,1.0,0.01055151503533125
0.22658610271903323,1.0,0.010601942427456379
0.22675736961451248,1.0,0.010723835788667202
0.22692889561270801,1.0,0.010772552341222763
0.22710068130204392,1.0,0.010806764476001263
0.22727272727272727,1.0,0.010856776498258114
0.22744503411675512,1.0,0.010918458923697472
0.2276176024279211,1.0,0.01108561921864748
0.22779043280182232,1.0,0.011110330000519753
0.22796352583586627,1.0,0.01111574750393629
0.22813688212927757,1.0,0.011175828985869884
0.228310502283105,1.0,0.011208350770175457
0.2284843869002285,1.0,0.011263083666563034
0.22865853658536586,1.0,0.011293780989944935
0.2288329519450801,1.0,0.011514227837324142
0.22900763358778625,1.0,0.011637408286333084
0.22918258212375858,1.0,0.01172321755439043
0.22935779816513763,1.0,0.011737099848687649
0.22953328232593725,1.0,0.01174544170498848
0.22970903522205208,1.0,0.01176425814628601
0.22988505747126436,1.0,0.011764797382056713
0.23006134969325154,1.0,0.011806861497461796
0.23023791250959325,1.0,0.01187662873417139
0.2304147465437788,1.0,0.011929660104215145
0.23059185242121444,1.0,0.011974879540503025
0.23076923076923078,1.0,0.012022441253066063
0.23094688221709006,1.0,0.012030277401208878
0.23112480739599384,1.0,0.012081902474164963
0.2313030069390902,1.0,0.01209643017500639
0.23148148148148148,1.0,0.012114941142499447
0.23166023166023167,1.0,0.012119200080633163
0.23183925811437403,1.0,0.012254231609404087
0.23201856148491878,1.0,0.012271866202354431
0.23219814241486067,1.0,0.0123133584856987
0.23237800154918667,1.0,0.012342952191829681
0.23255813953488372,1.0,0.012376060709357262
0.23273855702094648,1.0,0.01240230817347765
0.2329192546583851,1.0,0.012414369732141495
0.2331002331002331,1.0,0.012465721927583218
0.2332814930015552,1.0,0.012499071657657623
0.23346303501945526,1.0,0.01254405826330185
0.2336448598130841,1.0,0.012554174289107323
0.2338269680436477,1.0,0.012570297345519066
0.23400936037441497,1.0,0.012571594677865505
0.234192037470726,1.0,0.012583550065755844
0.234375,1.0,0.01260694582015276
0.23455824863174354,1.0,0.012620260007679462
0.2347417840375587,1.0,0.012639365158975124
0.23492560689115113,1.0,0.012641871348023415
0.23510971786833856,1.0,0.01266284566372633
0.23529411764705882,1.0,0.012698222883045673
0.23547880690737832,1.0,0.012717834673821926
0.2356637863315004,1.0,0.012735429219901562
0.2358490566037736,1.0,0.012746940366923809
0.23603461841070023,1.0,0.012780203483998775
0.23622047244094488,1.0,0.012781022116541862
0.2364066193853428,1.0,0.012787575833499432
0.23659305993690852,1.0,0.012798523530364037
0.23677979479084452,1.0,0.012810289859771729
0.23696682464454977,1.0,0.012818233110010624
0.23715415019762845,1.0,0.012861895374953747
0.23734177215189872,1.0,0.012880191206932068
0.2375296912114014,1.0,0.012924937531352043
0.23771790808240886,1.0,0.012941105291247368
0.23790642347343377,1.0,0.012950646691024303
0.23809523809523808,1.0,0.012952548451721668
0.23828435266084194,1.0,0.012952805496752262
0.2384737678855326,1.0,0.012992057017982006
0.2386634844868735,1.0,0.013032646849751472
0.23885350318471338,1.0,0.013052147813141346
0.23904382470119523,1.0,0.013055010698735714
0.23923444976076555,1.0,0.013070262968540192
0.23942537909018355,1.0,0.013109360821545124
0.23961661341853036,1.0,0.013141565024852753
0.23980815347721823,1.0,0.01314852386713028
0.24,1.0,0.01314959954470396
